	Virulent	Temperate
C3015_k119_117059_flag=0_multi=28.9561_len=62613_fragment_2	0.65	0.35
C3037_k119_75202_flag=1_multi=12.0000_len=20645	0.954575579	0.045424421
M2103_k119_192354_flag=0_multi=18.7250_len=27894	0	1
H4027_k119_93390_flag=0_multi=652.5411_len=28532	0	1
M2047_k119_27138_flag=0_multi=35.8803_len=5969	0	1
C3023_k119_1072_flag=1_multi=675.8863_len=71328	0.75	0.25
M2103_k119_144716_flag=3_multi=70.8127_len=46216	0.025	0.975
M2083_k119_143227_flag=0_multi=399.4647_len=56578	0.05	0.95
M2042_k119_40829_flag=0_multi=337.1088_len=18654	0.952203515	0.047796485
H4004_k119_96979_flag=3_multi=332.0317_len=10578	0	1
H4019_k119_130903_flag=1_multi=11.3673_len=11345	0.88003125	0.11996875
M2048_k119_144469_flag=0_multi=93.9884_len=160409_fragment_1	0.515806183	0.484193817
M2014_k119_30087_flag=1_multi=12.0000_len=33768	0	1
M2034_k119_90752_flag=1_multi=37.0000_len=25343	0.0625	0.9375
H4032_k119_1643_flag=0_multi=153.2938_len=57294	0.05	0.95
M2014_k119_223_flag=0_multi=138.0212_len=37457_fragment_1	0.0125	0.9875
M2048_k119_215550_flag=0_multi=132.8441_len=40907	0.9	0.1
H4008_k119_64855_flag=0_multi=136.8799_len=22764	0.9875	0.0125
H4038_k119_84979_flag=0_multi=18.9863_len=26453	0.874082767	0.125917233
E5004_k119_126334_flag=1_multi=16.0000_len=22760	0.986946177	0.013053823
C3009_k119_28542_flag=0_multi=128.9577_len=118212_fragment_1	0	1
H4042_k119_86617_flag=3_multi=145.0034_len=42725	0.2	0.8
H4045_k119_70537_flag=1_multi=21.0000_len=41768_fragment_1	0.921544633	0.078455367
C3008_k119_92783_flag=0_multi=20.9500_len=8113	0.931779094	0.068220906
P6018_k119_107063_flag=0_multi=39.0000_len=60525_fragment_1	0	1
C3012_k119_79492_flag=0_multi=209.2030_len=96772_fragment_2	0.125	0.875
P6018_k119_87162_flag=1_multi=29.0392_len=28746	0.125	0.875
M2014_k119_39349_flag=1_multi=229.0000_len=140521	0.0125	0.9875
M2021_k119_12859_flag=0_multi=21.2935_len=51966	0.0375	0.9625
M2039_k119_124076_flag=0_multi=93.6961_len=62974_fragment_1	0.7375	0.2625
C3021_k119_122949_flag=0_multi=31.7733_len=5589	0.15	0.85
H4013_k119_57832_flag=1_multi=15.0000_len=27833	0.825	0.175
M2014_k119_58565_flag=1_multi=71.8473_len=42663	0	1
H4017_k119_56240_flag=1_multi=24.9874_len=38088	0	1
C3022_k119_420_flag=1_multi=48.0000_len=35060	0.0125	0.9875
C3011_k119_191415_flag=3_multi=351.0627_len=5713	0.811878202	0.188121798
P6035_k119_50126_flag=0_multi=52.9887_len=91953_fragment_1	0.7375	0.2625
P6005_k119_134103_flag=1_multi=19.0000_len=10286	0.947408732	0.052591268
H4043_k119_77197_flag=0_multi=79.9677_len=48986	0.1875	0.8125
C3004_k119_157064_flag=3_multi=22.0044_len=5084	0.811878202	0.188121798
C3006_k119_64572_flag=0_multi=138.1009_len=65951_fragment_1	0.1125	0.8875
H4044_k119_76264_flag=0_multi=256.0000_len=44642	0.956791014	0.043208986
E5002_k119_29350_flag=1_multi=107.1310_len=92131_fragment_1	0.0125	0.9875
M2028_k119_74637_flag=1_multi=24.0000_len=29517	0.85	0.15
M2079_k119_4785_flag=1_multi=47.0000_len=51063	0.0375	0.9625
C3009_k119_56188_flag=1_multi=14.0000_len=29395	0.999505277	0.000494723
M2083_k119_134644_flag=0_multi=147.0691_len=132615_fragment_1	0.135544612	0.864455388
H4035_k119_102020_flag=1_multi=25.0000_len=6580	0.811878202	0.188121798
C3016_k119_60234_flag=0_multi=2951.5186_len=11419	0.990056868	0.009943132
M2028_k119_46903_flag=0_multi=37.8319_len=23939	0.756179405	0.243820595
H4018_k119_55325_flag=1_multi=15.0000_len=25589	0.88003125	0.11996875
M2083_k119_58358_flag=0_multi=21.9612_len=21785	0	1
P6017_k119_46640_flag=1_multi=21.6244_len=11803	0.025	0.975
P6038_k119_101506_flag=3_multi=20.0033_len=6253	0.88003125	0.11996875
P6009_k119_128132_flag=0_multi=34.7875_len=28605_fragment_1	0.0375	0.9625
P6028_k119_647_flag=0_multi=54.4060_len=68701_fragment_1	0.3375	0.6625
M2042_k119_227131_flag=1_multi=199.0000_len=152669	0.0625	0.9375
P6017_k119_132301_flag=1_multi=15.0000_len=16475	0.841695655	0.158304345
E5001_k119_46243_flag=0_multi=22.9876_len=71151_fragment_1	0.075	0.925
H4008_k119_140335_flag=0_multi=60.9815_len=64977_fragment_1	0	1
H4024_k119_26845_flag=0_multi=80.9213_len=40776	0.805531807	0.194468193
C3004_k119_28731_flag=0_multi=26.7221_len=28362_fragment_1	0.596256853	0.403743147
C3031_k119_13665_flag=1_multi=66.0000_len=46706_fragment_1	0.0125	0.9875
E5009_k119_62947_flag=0_multi=20.0000_len=30150	0.8375	0.1625
M2028_k119_124586_flag=0_multi=14.5417_len=26922	0.906990229	0.093009771
C3010_k119_41087_flag=1_multi=48.9925_len=127415	0.7625	0.2375
H4018_k119_40664_flag=1_multi=14.6004_len=34932	0.907011278	0.092988722
M2048_k119_112676_flag=1_multi=35.9280_len=52160	0.9	0.1
P6024_k119_69665_flag=1_multi=12.0000_len=4812	0.811878202	0.188121798
M2034_k119_4333_flag=0_multi=1061.4023_len=35624	0.1375	0.8625
P6014_k119_123692_flag=0_multi=65.8333_len=94821_fragment_1	0.1375	0.8625
E5001_k119_34178_flag=1_multi=40.0000_len=36772	0	1
M2075_k119_54732_flag=1_multi=11.0420_len=25757	0.9625	0.0375
H4027_k119_96850_flag=1_multi=31.0000_len=59450_fragment_1	0	1
H4012_k119_13787_flag=0_multi=18.9148_len=45339	0.3	0.7
H4030_k119_45656_flag=1_multi=16.0000_len=21100	0.1125	0.8875
C3027_k119_59666_flag=0_multi=24.3427_len=23212	0.992566079	0.007433921
H4045_k119_205062_flag=1_multi=15.0000_len=13882	0.811878202	0.188121798
C3028_k119_119576_flag=0_multi=75.0000_len=58121	0.282654185	0.717345815
P6018_k119_193804_flag=0_multi=884.0000_len=118761_fragment_2	0	1
C3008_k119_41906_flag=0_multi=56.4320_len=26057	0	1
H4022_k119_175226_flag=3_multi=132.0029_len=45188	0.960132159	0.039867841
P6012_k119_55936_flag=1_multi=32.0000_len=6457	0.811878202	0.188121798
H4045_k119_66853_flag=1_multi=340.0000_len=15130	0.811878202	0.188121798
M2075_k119_28947_flag=0_multi=22.1794_len=22707	0.1125	0.8875
M2064_k119_273933_flag=0_multi=23.7999_len=17703	0	1
H4007_k119_79697_flag=0_multi=38.9902_len=77666_fragment_1	0	1
H4035_k119_3495_flag=1_multi=24.9878_len=39611	0.0125	0.9875
H4023_k119_97714_flag=0_multi=33.9745_len=25998	0.992566079	0.007433921
M2048_k119_19400_flag=0_multi=266.5312_len=72592_fragment_2	0	1
M2047_k119_144725_flag=0_multi=578.9629_len=80120_fragment_1	0	1
M2064_k119_137037_flag=0_multi=35.6323_len=33465	0	1
P6018_k119_57357_flag=0_multi=39.9697_len=25855	0.0375	0.9625
C3012_k119_119535_flag=0_multi=132.8208_len=47990	0.970012815	0.029987185
C3003_k119_82777_flag=0_multi=19.0000_len=25562	0.880286344	0.119713656
P6025_k119_64933_flag=0_multi=45.9737_len=47125_fragment_1	0.0625	0.9375
H4008_k119_182002_flag=1_multi=29.0000_len=36956	0	1
C3021_k119_110204_flag=0_multi=65.2483_len=58857	0	1
M2042_k119_291654_flag=0_multi=17.9901_len=34605	0.625	0.375
M2071_k119_12848_flag=0_multi=100.9166_len=24111	0.857544053	0.142455947
H4024_k119_5712_flag=0_multi=1638.9208_len=42386_fragment_1	0.7625	0.2375
C3005_k119_150070_flag=0_multi=18.5501_len=24446	0.995044053	0.004955947
M2068_k119_95284_flag=1_multi=14.0000_len=5382	0.932332918	0.067667082
H4027_k119_87828_flag=0_multi=173.8357_len=42226	0.875	0.125
H4019_k119_83814_flag=0_multi=28.4029_len=33791	0.987610132	0.012389868
C3035_k119_84062_flag=0_multi=41.7220_len=129150_fragment_1	0.337940529	0.662059471
H4018_k119_50252_flag=0_multi=256.8853_len=44771	0.4875	0.5125
H4028_k119_72407_flag=0_multi=34.9217_len=58283_fragment_2	0.737610132	0.262389868
M2068_k119_59296_flag=3_multi=214.6618_len=98722	0.855066079	0.144933921
H4013_k119_105447_flag=0_multi=142.3696_len=28839	0.893810703	0.106189297
E5002_k119_40744_flag=0_multi=79.9459_len=58499_fragment_1	0.05	0.95
H4039_k119_135240_flag=1_multi=12.0000_len=29286	0.925	0.075
M2103_k119_134344_flag=0_multi=23.9896_len=44466	0.0875	0.9125
C3002_k119_14667_flag=0_multi=127.9048_len=53459_fragment_1	0.0625	0.9375
E5002_k119_42559_flag=1_multi=23.0000_len=27041	0.125	0.875
H4022_k119_109656_flag=0_multi=21.9810_len=33118_fragment_1	0.05	0.95
H4028_k119_121105_flag=3_multi=28.0021_len=13311	0.1625	0.8375
H4020_k119_83212_flag=0_multi=36.0000_len=38174	0.0125	0.9875
M2061_k119_52855_flag=0_multi=805.5817_len=79187	0	1
M2047_k119_176431_flag=1_multi=32.6520_len=33642	0.8875	0.1125
H4043_k119_77523_flag=0_multi=21.9652_len=24232	0.962858259	0.037141741
H4017_k119_44478_flag=1_multi=34.0000_len=20413	0.782352126	0.217647874
M2097_k119_113098_flag=0_multi=54.5371_len=54965	0.8	0.2
M2103_k119_150012_flag=0_multi=607.1729_len=13430	0.82512079	0.17487921
M2061_k119_217344_flag=1_multi=7.0000_len=4975	0.818251144	0.181748856
M2039_k119_68324_flag=1_multi=13.7751_len=32733	0.0125	0.9875
H4039_k119_169461_flag=3_multi=18.0034_len=5377	0.811878202	0.188121798
H4023_k119_3928_flag=0_multi=91.3155_len=49057_fragment_1	0.825	0.175
C3029_k119_129170_flag=0_multi=679.5395_len=59097	0.0125	0.9875
C3034_k119_81687_flag=0_multi=17.9887_len=30227	0.975	0.025
M2060_k119_222072_flag=3_multi=58.0055_len=10638	0.3375	0.6625
M2085_k119_30169_flag=0_multi=164.8555_len=31564	0.213132718	0.786867282
M2064_k119_95314_flag=1_multi=94.4937_len=42049	0.9375	0.0625
E5013_k119_98314_flag=1_multi=65.0000_len=29998	0.1125	0.8875
M2047_k119_118251_flag=0_multi=20.0000_len=21714	0.95	0.05
M2077_k119_102110_flag=1_multi=15.0000_len=37730	0	1
M2072_k119_117712_flag=0_multi=142.9325_len=42174	1	0
M2084_k119_176025_flag=1_multi=33.0000_len=19307	0.931779094	0.068220906
H4023_k119_7934_flag=0_multi=55.2999_len=23160_fragment_1	1	0
H4024_k119_139401_flag=1_multi=15.9934_len=45818	0.0125	0.9875
M2048_k119_206259_flag=1_multi=10.0000_len=3166	0.840333569	0.159666431
H4024_k119_71660_flag=1_multi=831.0000_len=148789_fragment_2	0.525	0.475
C3016_k119_204665_flag=3_multi=34.0053_len=6475	0.811878202	0.188121798
H4024_k119_61959_flag=1_multi=53.0000_len=17726	0	1
H4008_k119_157697_flag=0_multi=13.9777_len=23458	0.664644414	0.335355586
C3010_k119_66106_flag=1_multi=18.0000_len=31467	0.910022026	0.089977974
P6028_k119_475_flag=0_multi=97.9670_len=58893	0.0125	0.9875
M2010_k119_57602_flag=0_multi=97.9706_len=65996_fragment_1	0.0375	0.9625
M2072_k119_23718_flag=1_multi=130.0000_len=42147	0.1375	0.8625
M2048_k119_196943_flag=0_multi=20.9890_len=36393	0.384990788	0.615009212
H4040_k119_87283_flag=0_multi=42.8500_len=78406_fragment_1	0.9375	0.0625
H4024_k119_15638_flag=0_multi=341.4143_len=38233	0.097522026	0.902477974
C3027_k119_76701_flag=0_multi=32.0000_len=110296	0.1125	0.8875
M2069_k119_24035_flag=0_multi=142.4840_len=29648	0.1125	0.8875
C3021_k119_194312_flag=1_multi=9.0000_len=24516	0.892786344	0.107213656
C3006_k119_2429_flag=0_multi=29.9853_len=39642	0.725	0.275
M2025_k119_120299_flag=0_multi=29.0000_len=14827	0.938050661	0.061949339
C3009_k119_43564_flag=0_multi=110.7949_len=21572	1	0
P6010_k119_110069_flag=0_multi=62.9542_len=27217	0.935242291	0.064757709
M2048_k119_125469_flag=0_multi=25.0000_len=28210	0.9375	0.0625
P6037_k119_67177_flag=0_multi=196.8360_len=24025	0.8	0.2
E5004_k119_131810_flag=0_multi=49.9822_len=109957_fragment_1	0.275	0.725
P6024_k119_11728_flag=1_multi=18.0000_len=23792	0	1
H4045_k119_166305_flag=1_multi=403.4901_len=35472	0.797632159	0.202367841
M2085_k119_80716_flag=0_multi=35.9929_len=63469_fragment_1	0	1
C3002_k119_7296_flag=0_multi=67.9108_len=30168	0.975110132	0.024889868
C3030_k119_13303_flag=1_multi=621.8298_len=149716_fragment_2	0.740418502	0.259581498
C3028_k119_51568_flag=1_multi=17.0000_len=30323	0.960022026	0.039977974
M2041_k119_90436_flag=0_multi=33.9493_len=26135	0.907764317	0.092235683
C3027_k119_128089_flag=1_multi=50.1241_len=107108_fragment_3	0.7	0.3
M2084_k119_23406_flag=0_multi=32.9965_len=185229_fragment_1	0	1
H4012_k119_11994_flag=0_multi=20.8296_len=53949_fragment_1	0.0125	0.9875
H4027_k119_27001_flag=0_multi=24.0000_len=24654	0.897522026	0.102477974
C3027_k119_167232_flag=3_multi=15.0003_len=47834	0.025	0.975
P6018_k119_10759_flag=0_multi=223.0000_len=72458_fragment_1	0.075	0.925
P6016_k119_41639_flag=0_multi=588.9906_len=116054_fragment_1	0.775	0.225
H4022_k119_160918_flag=0_multi=67.0016_len=27654	0.9875	0.0125
C3035_k119_106789_flag=1_multi=21.0000_len=58279_fragment_2	0.972522026	0.027477974
M2072_k119_110075_flag=0_multi=462.5861_len=44767_fragment_1	0.8625	0.1375
M2085_k119_52064_flag=0_multi=125.0000_len=83829_fragment_1	0.025	0.975
M2061_k119_237494_flag=1_multi=49.9185_len=12562	0.997298624	0.002701376
H4039_k119_128003_flag=0_multi=35.9722_len=25268	0.764483725	0.235516275
M2064_k119_136271_flag=0_multi=106.6890_len=43725	0.0375	0.9625
M2047_k119_261527_flag=3_multi=15.0026_len=5978	0.811878202	0.188121798
P6025_k119_46263_flag=1_multi=29.0000_len=14400	0.932011278	0.067988722
M2071_k119_57348_flag=0_multi=68.6209_len=87658_fragment_1	0.817566079	0.182433921
M2072_k119_120000_flag=0_multi=139.9332_len=41722_fragment_1	0.65	0.35
M2083_k119_169346_flag=1_multi=21.9887_len=39053	0.767566079	0.232433921
H4019_k119_42161_flag=1_multi=12.0000_len=4390	0.811878202	0.188121798
H4028_k119_4022_flag=1_multi=17.8329_len=48206	0.0125	0.9875
C3023_k119_93986_flag=0_multi=1102.7679_len=95067_fragment_1	0.475	0.525
H4022_k119_173505_flag=1_multi=22.0000_len=33270	0.426724934	0.573275066
P6014_k119_3953_flag=1_multi=153.9846_len=88667_fragment_1	0.875	0.125
C3004_k119_138726_flag=0_multi=46.9771_len=40244	0.9	0.1
C3023_k119_16128_flag=0_multi=1550.4089_len=52829	0.825	0.175
C3015_k119_38744_flag=1_multi=36.0000_len=67365	0.1375	0.8625
P6016_k119_16865_flag=1_multi=14.0000_len=20362	0.905342281	0.094657719
H4015_k119_152285_flag=3_multi=176.0000_len=49937	0.05	0.95
M2014_k119_80684_flag=0_multi=904.4659_len=61055	0	1
H4030_k119_58738_flag=0_multi=77.8455_len=20053	0.833866954	0.166133046
M2069_k119_203655_flag=1_multi=18.9995_len=33690	0.2125	0.7875
C3004_k119_150688_flag=0_multi=53.2114_len=135000_fragment_1	0.931779094	0.068220906
H4032_k119_54436_flag=0_multi=196.0000_len=34769	0.0125	0.9875
M2071_k119_75543_flag=0_multi=112.8345_len=27183	0.844997244	0.155002756
H4023_k119_22875_flag=1_multi=17.0000_len=49476	0.6375	0.3625
H4017_k119_31195_flag=1_multi=10.0000_len=4428	0.235764876	0.764235124
M2010_k119_61523_flag=0_multi=92.9484_len=71439_fragment_1	0.292566079	0.707433921
P6038_k119_9721_flag=1_multi=43.3277_len=57847_fragment_1	0.955066079	0.044933921
H4022_k119_82486_flag=0_multi=186.8043_len=19123	0.890965097	0.109034903
M2014_k119_106953_flag=0_multi=30.5863_len=22305	0.992566079	0.007433921
M2068_k119_193198_flag=1_multi=9.0000_len=3736	0.811878202	0.188121798
H4030_k119_46792_flag=0_multi=120.9829_len=140660_fragment_1	0	1
M2028_k119_15067_flag=1_multi=95.0000_len=46037_fragment_1	0.0625	0.9375
H4020_k119_47674_flag=0_multi=409.7876_len=42727	0.5625	0.4375
H4014_k119_101005_flag=0_multi=23.0000_len=27098	0.956566659	0.043433341
C3012_k119_100849_flag=0_multi=34.9877_len=55251	0.1875	0.8125
M2061_k119_204660_flag=1_multi=22.7819_len=47522	0.175	0.825
H4004_k119_96976_flag=3_multi=43.0011_len=39272	0.075	0.925
C3021_k119_48797_flag=0_multi=126.8607_len=36302	0.9875	0.0125
C3023_k119_116653_flag=1_multi=16.0000_len=25775	0.961292153	0.038707847
P6018_k119_108256_flag=1_multi=14.9613_len=33720	0.025	0.975
H4004_k119_64705_flag=1_multi=106.9519_len=46377	0.975	0.025
C3023_k119_120555_flag=3_multi=264.5048_len=36416	0.932011278	0.067988722
H4008_k119_155110_flag=0_multi=25.8753_len=4128	0.932011278	0.067988722
M2064_k119_339849_flag=3_multi=83.0024_len=34007	0.0375	0.9625
C3032_k119_209968_flag=1_multi=21.0000_len=5220	0.811878202	0.188121798
C3034_k119_74465_flag=0_multi=39.1409_len=7900	0.65	0.35
M2025_k119_145183_flag=0_multi=31.9780_len=28292	0	1
H4015_k119_57668_flag=0_multi=250.8815_len=104886_fragment_1	0.1	0.9
C3028_k119_104943_flag=0_multi=14.0000_len=23782	0.811878202	0.188121798
C3021_k119_163183_flag=0_multi=344.7953_len=49089	0.960226195	0.039773805
M2061_k119_220930_flag=1_multi=17.0000_len=15578	0.811878202	0.188121798
M2077_k119_52145_flag=1_multi=8.0000_len=3879	0.814356175	0.185643825
M2025_k119_129229_flag=1_multi=256.9957_len=177411	0.9375	0.0625
P6035_k119_95179_flag=3_multi=1090.0000_len=41918	0.1	0.9
C3003_k119_17717_flag=0_multi=352.1218_len=104690_fragment_2	0.9125	0.0875
C3022_k119_129356_flag=0_multi=1037.0095_len=243643_fragment_2	0	1
M2068_k119_72384_flag=1_multi=114.7483_len=47628	0.025	0.975
M2042_k119_378128_flag=3_multi=61.0018_len=33335	0.1875	0.8125
M2069_k119_118309_flag=0_multi=46.9865_len=68248_fragment_1	0	1
M2083_k119_1956_flag=1_multi=41.9295_len=324595_fragment_5	0.0375	0.9625
M2014_k119_126324_flag=1_multi=18.0000_len=25342	0.0375	0.9625
H4045_k119_58722_flag=1_multi=11.0000_len=33236	0.982654185	0.017345815
C3035_k119_6820_flag=0_multi=42.9682_len=52910	0.0625	0.9375
E5004_k119_98654_flag=0_multi=31.9756_len=25528	0.931779094	0.068220906
H4008_k119_211521_flag=0_multi=3409.0000_len=42793	0.9875	0.0125
M2097_k119_133507_flag=0_multi=38.9917_len=92159_fragment_1	0.075	0.925
C3015_k119_125780_flag=1_multi=705.9812_len=150054	0.725	0.275
C3001_k119_322_flag=0_multi=88.9149_len=20803	0.964110712	0.035889288
M2039_k119_65711_flag=1_multi=34.0000_len=43487	0.025	0.975
P6037_k119_10719_flag=1_multi=47.8813_len=75609	0.0625	0.9375
H4039_k119_27140_flag=0_multi=29.9925_len=77216_fragment_1	0.5	0.5
C3030_k119_32202_flag=0_multi=33.3570_len=53217	0.025	0.975
E5009_k119_138766_flag=0_multi=22.7068_len=32466	0.0125	0.9875
M2039_k119_66442_flag=1_multi=9.9997_len=29630	0.975	0.025
H4045_k119_167183_flag=1_multi=25.0000_len=16590	0.959421394	0.040578606
H4043_k119_92437_flag=0_multi=407.6871_len=26137	0.975110132	0.024889868
H4024_k119_125589_flag=0_multi=28.7000_len=24216	0.934257068	0.065742932
M2069_k119_84620_flag=1_multi=15.0000_len=2992	0.811878202	0.188121798
H4039_k119_18088_flag=0_multi=33.9758_len=27445	0.897793347	0.102206653
C3012_k119_31750_flag=0_multi=24.1346_len=7833	0.811878202	0.188121798
M2085_k119_114935_flag=0_multi=96.7794_len=42331	0.9375	0.0625
M2060_k119_196031_flag=0_multi=387.2691_len=21297	0.941442862	0.058557138
C3001_k119_52741_flag=0_multi=14.9914_len=32572_fragment_1	0.606929483	0.393070517
M2048_k119_212575_flag=1_multi=16.0000_len=30577	0.6375	0.3625
M2060_k119_196030_flag=1_multi=283.0000_len=80383	0.963933064	0.036066936
M2060_k119_192594_flag=0_multi=41.9762_len=34520	0	1
P6013_k119_14256_flag=1_multi=62.6328_len=80569_fragment_1	0	1
H4045_k119_10738_flag=1_multi=68.0000_len=34183	0.025	0.975
C3027_k119_17863_flag=1_multi=65.9478_len=25046	0.035544612	0.964455388
H4019_k119_108232_flag=0_multi=252.8752_len=54889_fragment_1	0	1
H4015_k119_175084_flag=0_multi=10.9640_len=5674	0.873815537	0.126184463
H4006_k119_242316_flag=3_multi=786.0056_len=141542	0.975	0.025
P6028_k119_9653_flag=0_multi=72.9473_len=27463	0	1
M2039_k119_41885_flag=0_multi=131.4962_len=98070_fragment_2	0	1
H4019_k119_25624_flag=1_multi=18.0000_len=5484	0.15	0.85
E5009_k119_500_flag=1_multi=50.0000_len=56167_fragment_1	0.15	0.85
H4015_k119_199521_flag=3_multi=252.0068_len=37146	0.925	0.075
H4040_k119_114639_flag=0_multi=25.8739_len=8052	0.831069273	0.168930727
C3028_k119_44217_flag=0_multi=112.9089_len=24713	0.907512815	0.092487185
M2084_k119_138386_flag=1_multi=19.9888_len=23971	0.2125	0.7875
H4023_k119_129335_flag=0_multi=60.9400_len=54511	0.025	0.975
H4009_k119_92896_flag=1_multi=11.6761_len=26896	0.9375	0.0625
P6010_k119_181583_flag=1_multi=16.9567_len=40385	0.05	0.95
P6009_k119_131388_flag=1_multi=19.0000_len=55461_fragment_1	0.1625	0.8375
C3029_k119_48649_flag=1_multi=29.1501_len=39692	0.075	0.925
H4008_k119_26182_flag=1_multi=24.5414_len=102392_fragment_1	0.875	0.125
C3028_k119_115591_flag=0_multi=56.7537_len=43780	0.7875	0.2125
H4039_k119_169451_flag=3_multi=72.0016_len=45239	0.975	0.025
H4022_k119_17117_flag=0_multi=17.9894_len=54473_fragment_1	0.735132159	0.264867841
C3034_k119_76363_flag=1_multi=19.9859_len=27076	0.833934501	0.166065499
M2042_k119_84742_flag=1_multi=18.0000_len=20144	0.9	0.1
H4039_k119_15345_flag=0_multi=37.5690_len=24392	0.811710342	0.188289658
H4006_k119_52841_flag=0_multi=22.9804_len=22604	0.958397035	0.041602965
H4009_k119_128578_flag=0_multi=39.0000_len=29058	1	0
P6013_k119_72020_flag=1_multi=29.0000_len=47061	0.760875008	0.239124992
C3004_k119_97712_flag=0_multi=58.9836_len=89156_fragment_1	0.911000283	0.088999717
C3022_k119_17781_flag=0_multi=44.6356_len=31543	0.0375	0.9625
P6010_k119_126344_flag=1_multi=28.0000_len=45790_fragment_1	0	1
M2025_k119_16096_flag=1_multi=9.0000_len=4029	0.811878202	0.188121798
M2034_k119_122891_flag=0_multi=132.0000_len=25485	0	1
H4004_k119_5822_flag=0_multi=58.9694_len=60690_fragment_1	0	1
M2021_k119_68736_flag=1_multi=129.9423_len=44842	0.7875	0.2125
C3032_k119_7342_flag=0_multi=136.0000_len=55310	0.755066079	0.244933921
C3002_k119_13765_flag=1_multi=30.0000_len=39818	0.9875	0.0125
H4009_k119_146054_flag=1_multi=37.9571_len=17368	0.6125	0.3875
